Title,Year,Runtime,Director,Genres,Rate,Votes
The Post: A Guerra Secreta,2017,116 min,Steven Spielberg,"Biography, Drama, History",7.2,118788.0
Fuga de Nova York,1981,99 min,John Carpenter,"Action, Adventure, Sci-Fi",7.2,116625.0
Deus da Carnificina,2011,80 min,Roman Polanski,"Comedy, Drama",7.2,114335.0
Dumbo,1941,64 min,Samuel Armstrong,"Animation, Drama, Family",7.2,112763.0
Simplesmente Acontece,2014,102 min,Christian Ditter,"Comedy, Romance",7.2,111095.0
Midsommar: O Mal Nao Espera a Noite,I 2019,147 min,Ari Aster,"Drama, Horror, Mystery",7.2,107758.0
Fome de Poder,2016,115 min,John Lee Hancock,"Biography, Drama, History",7.2,106536.0
Carol,2015,118 min,Todd Haynes,"Drama, Romance",7.2,106171.0
O Mordomo da Casa Branca,I 2013,132 min,Lee Daniels,"Biography, Drama",7.2,104562.0
Os Sonhadores,2003,115 min,Bernardo Bertolucci,"Drama, Romance",7.2,104251.0
Homens de Honra,2000,129 min,George Tillman Jr.,"Biography, Drama",7.2,103095.0
Vice,I 2018,132 min,Adam McKay,"Biography, Comedy, Drama",7.2,99313.0
Coerencia,2013,89 min,James Ward Byrkit,"Horror, Mystery, Sci-Fi",7.2,95312.0
Ou Tudo ou Nada,1997,91 min,Peter Cattaneo,"Comedy, Drama",7.2,94879.0
Planeta do Tesouro,2002,95 min,Ron Clements,"Animation, Adventure, Family",7.2,94761.0
Flores Partidas,2005,106 min,Jim Jarmusch,"Comedy, Drama, Mystery",7.2,94547.0
Nascido em 4 de Julho,1989,145 min,Oliver Stone,"Biography, Drama, War",7.2,92629.0
Ruby Sparks - A Namorada Perfeita,2012,104 min,Jonathan Dayton,"Comedy, Drama, Fantasy",7.2,92527.0
Um Santo Vizinho,2014,102 min,Theodore Melfi,"Comedy, Drama",7.2,91582.0
Silencio,I 2016,161 min,Martin Scorsese,"Drama, History",7.2,91421.0
As Aventuras de Paddington,2014,95 min,Paul King,"Adventure, Comedy, Family",7.2,90188.0
Picardias Estudantis,1982,90 min,Amy Heckerling,"Comedy, Drama",7.2,87887.0
Na Linha de Fogo,1993,128 min,Wolfgang Petersen,"Action, Crime, Drama",7.2,87574.0
O Exotico Hotel Marigold,2011,124 min,John Madden,"Comedy, Drama, Romance",7.2,87400.0
A Menina que Brincava com Fogo,2009,129 min,Daniel Alfredson,"Crime, Drama, Mystery",7.2,87389.0
Uma Equipe Muito Especial,1992,128 min,Penny Marshall,"Comedy, Drama, Family",7.2,86994.0
Eleicao,1999,103 min,Alexander Payne,"Comedy, Drama, Romance",7.2,85264.0
Toda Forma de Amor,2010,105 min,Mike Mills,"Comedy, Drama, Romance",7.2,85189.0
A Espada Era a Lei,1963,79 min,Wolfgang Reitherman,"Animation, Adventure, Comedy",7.2,83712.0
Elefante,2003,81 min,Gus Van Sant,"Crime, Drama, Thriller",7.2,82339.0
Atracao Mortal,1989,103 min,Michael Lehmann,"Comedy, Crime",7.2,82161.0
Harry Brown,2009,103 min,Daniel Barber,"Action, Crime, Drama",7.2,82121.0
Album de Familia,2013,121 min,John Wells,"Comedy, Drama",7.2,81301.0
Coracao Louco,2009,112 min,Scott Cooper,"Drama, Music, Romance",7.2,81164.0
"Cashback, Bem-vindo ao Turno da Noite",2006,102 min,Sean Ellis,"Comedy, Drama, Romance",7.2,80745.0
Ligados Pelo Amor,2012,97 min,Josh Boone,"Comedy, Drama, Romance",7.2,80500.0
The Doors,1991,140 min,Oliver Stone,"Biography, Drama, Music",7.2,79984.0
O Suspeito da Rua Arlington,1999,117 min,Mark Pellington,"Crime, Drama, Thriller",7.2,78268.0
Dope: Um Deslize Perigoso,2015,103 min,Rick Famuyiwa,"Comedy, Crime, Drama",7.2,78104.0
Coracao Selvagem,1990,125 min,David Lynch,"Comedy, Crime, Drama",7.2,77358.0
Assassinato em Gosford Park,2001,131 min,Robert Altman,"Comedy, Drama, Mystery",7.2,76058.0
Mera Coincidencia,1997,97 min,Barry Levinson,"Comedy, Drama",7.2,76017.0
Na Roda da Fortuna,1994,111 min,Joel Coen,"Comedy, Drama, Fantasy",7.2,74165.0
A Mao do Diabo,2001,100 min,Bill Paxton,"Crime, Drama, Thriller",7.2,73028.0
Swingers: Curtindo a Noite,1996,96 min,Doug Liman,"Comedy, Drama",7.2,72459.0
A Morte de Stalin,2017,107 min,Armando Iannucci,"Comedy, Drama, History",7.2,71992.0
Para Todos os Garotos que Ja Amei,2018,99 min,Susan Johnson,"Drama, Romance",7.2,71538.0
Ong-Bak - Guerreiro Sagrado,2003,108 min,Prachya Pinkaew,"Action, Crime, Thriller",7.2,68868.0
Audicao,1999,115 min,Takashi Miike,"Drama, Horror, Mystery",7.2,67644.0
Entre Dois Amores,1985,161 min,Sydney Pollack,"Biography, Drama, Romance",7.2,67361.0
Jornada nas Estrelas VI: A Terra Desconhecida,1991,110 min,Nicholas Meyer,"Action, Adventure, Sci-Fi",7.2,66886.0
Deus Abencoe a America,2011,105 min,Bobcat Goldthwait,"Adventure, Comedy, Crime",7.2,66662.0
Vamos Nessa,1999,102 min,Doug Liman,"Comedy, Crime",7.2,65192.0
B13 - 13º Distrito,2004,84 min,Pierre Morel,"Action, Crime, Sci-Fi",7.2,64245.0
Estranhos Prazeres,1995,145 min,Kathryn Bigelow,"Action, Crime, Drama",7.2,64092.0
Alexandria,2009,127 min,Alejandro Amenábar,"Adventure, Biography, Drama",7.2,63039.0
Frozen II,2019,103 min,Chris Buck,"Animation, Adventure, Comedy",7.2,62582.0
Cacador de Assassinos,1986,120 min,Michael Mann,"Crime, Horror, Mystery",7.2,61517.0
Fora de Serie,2019,102 min,Olivia Wilde,Comedy,7.2,61355.0
Ring: O Chamado,1998,96 min,Hideo Nakata,"Horror, Mystery",7.2,60341.0
Hostis,2017,134 min,Scott Cooper,"Drama, Western",7.2,60328.0
Dia dos Mortos,1985,96 min,George A. Romero,"Horror, Thriller",7.2,59978.0
Quatro Vidas de um Cachorro,2017,100 min,Lasse Hallström,"Adventure, Comedy, Drama",7.2,59947.0
O Homem Que Fazia Chover,1997,135 min,Francis Ford Coppola,"Crime, Drama, Thriller",7.2,58836.0
O Cristal Encantado,1982,93 min,Jim Henson,"Adventure, Family, Fantasy",7.2,58792.0
Garra de Campeoes,1989,107 min,David S. Ward,"Comedy, Sport",7.2,58700.0
Na Hora da Zona Morta,1983,103 min,David Cronenberg,"Drama, Horror, Sci-Fi",7.2,56864.0
A Beira da Loucura,1994,95 min,John Carpenter,"Drama, Horror, Mystery",7.2,56721.0
Top Secret!: Superconfidencial,1984,90 min,Jim Abrahams,"Comedy, Music",7.2,56321.0
Tudo Pela Vitoria,2004,118 min,Peter Berg,"Action, Drama, Sport",7.2,55951.0
Crimes Temporais,2007,92 min,Nacho Vigalondo,"Horror, Mystery, Sci-Fi",7.2,54036.0
Final Fantasy VII - Advent Children,2005,101 min,Tetsuya Nomura,"Animation, Action, Adventure",7.2,53914.0
Magnum 44,1973,124 min,Ted Post,"Action, Crime, Mystery",7.2,52906.0
Benny & Joon: Coracoes em Conflito,1993,98 min,Jeremiah S. Chechik,"Comedy, Drama, Romance",7.2,52656.0
Medo,2003,114 min,Jee-woon Kim,"Drama, Horror, Mystery",7.2,52537.0
A Hora dos Mortos-Vivos,1985,105 min,Stuart Gordon,"Comedy, Horror, Sci-Fi",7.2,52127.0
Carruagens de Fogo,1981,125 min,Hugh Hudson,"Biography, Drama, Sport",7.2,51056.0
O Panaca,1979,94 min,Carl Reiner,Comedy,7.2,50506.0
Traidos pelo Desejo,1992,112 min,Neil Jordan,"Crime, Drama, Romance",7.2,48619.0
As Aventuras do Barao Munchausen,1988,126 min,Terry Gilliam,"Adventure, Comedy, Fantasy",7.2,48565.0
A Luz Entre Oceanos,2016,133 min,Derek Cianfrance,"Drama, Romance",7.2,48544.0
The Square: A Arte da Discordia,2017,151 min,Ruben Östlund,"Comedy, Drama",7.2,48112.0
71: Esquecido em Belfast,2014,99 min,Yann Demange,"Action, Crime, Drama",7.2,47552.0
A Epoca da Inocencia,1993,139 min,Martin Scorsese,"Drama, Romance",7.2,46574.0
O Homem que viu o Infinito,2015,108 min,Matt Brown,"Biography, Drama",7.2,46387.0
11:14,2003,86 min,Greg Marcks,"Crime, Drama, Mystery",7.2,43304.0
Expedicao Kon Tiki,2012,118 min,Joachim Rønning,"Adventure, Biography, Drama",7.2,43182.0
O Guerreiro Genghis Khan,2007,126 min,Sergei Bodrov,"Action, Biography, Drama",7.2,42948.0
Che: O Argentino,2008,134 min,Steven Soderbergh,"Biography, Drama, History",7.2,42885.0
As Peripecias do Ratinho Detetive,1986,74 min,Ron Clements,"Animation, Adventure, Family",7.2,41982.0
"Marnie, Confissoes de uma Ladra",1964,130 min,Alfred Hitchcock,"Crime, Drama, Mystery",7.2,41876.0
Papillon,I 2017,133 min,Michael Noer,"Adventure, Biography, Crime",7.2,41809.0
Rab Ne Bana Di Jodi,2008,167 min,Aditya Chopra,"Comedy, Drama, Music",7.2,41345.0
A Morte Pede Carona,1986,97 min,Robert Harmon,"Action, Thriller",7.2,41327.0
Estrada para a Gloria,2006,118 min,James Gartner,"Biography, Drama, Sport",7.2,40942.0
A Condenacao,II 2010,107 min,Tony Goldwyn,"Biography, Crime, Drama",7.2,40649.0
As Sessoes,2012,95 min,Ben Lewin,"Biography, Comedy, Drama",7.2,40331.0
Operacao Anthropoid,2016,120 min,Sean Ellis,"Biography, History, Thriller",7.2,40079.0
Fahrenheit 451,1966,112 min,François Truffaut,"Drama, Sci-Fi",7.2,39319.0
O Dorminhoco,1973,89 min,Woody Allen,"Comedy, Sci-Fi",7.2,38393.0
Jogada de Risco,1996,102 min,Paul Thomas Anderson,"Crime, Drama",7.2,37882.0
Um Detetive Ocupado,2012,140 min,Reema Kagti,"Crime, Drama, Mystery",7.2,37209.0
Abracos Partidos,2009,127 min,Pedro Almodóvar,"Drama, Romance, Thriller",7.2,36706.0
Enquanto Voce Dorme,2011,102 min,Jaume Balagueró,"Drama, Horror, Thriller",7.2,35287.0
Silverado,1985,133 min,Lawrence Kasdan,"Action, Crime, Drama",7.2,35239.0
Chopper - Memorias de um Criminoso,2000,94 min,Andrew Dominik,"Biography, Crime, Drama",7.2,35156.0
Faces da Verdade,I 2008,108 min,Rod Lurie,"Crime, Drama, Mystery",7.2,34904.0
O Medico,2013,155 min,Philipp Stölzl,"Adventure, Drama, History",7.2,34240.0
Fantasia 2000,1999,75 min,James Algar,"Animation, Comedy, Family",7.2,33214.0
O Casamento de Muriel,1994,106 min,P.J. Hogan,"Comedy, Drama",7.2,33198.0
Lua de Fel,1992,139 min,Roman Polanski,"Drama, Romance, Thriller",7.2,32911.0
Adam,I 2009,99 min,Max Mayer,"Comedy, Drama, Romance",7.2,32891.0
Don,I 2006,171 min,Farhan Akhtar,"Action, Crime, Thriller",7.2,32611.0
O Enigma de Andromeda,1971,131 min,Robert Wise,"Sci-Fi, Thriller",7.2,31405.0
Poucas e Boas,1999,95 min,Woody Allen,"Comedy, Drama, Music",7.2,31079.0
O Reencontro,1983,105 min,Lawrence Kasdan,"Comedy, Drama",7.2,30990.0
Antes que Termine o Dia,2004,92 min,Gil Junger,"Comedy, Drama, Fantasy",7.2,30547.0
Noite do Terror,1974,98 min,Bob Clark,"Horror, Mystery, Thriller",7.2,30257.0
O Selvagem da Motocicleta,1983,94 min,Francis Ford Coppola,"Crime, Drama, Romance",7.2,30006.0
Quase um Segredo,2004,90 min,Jacob Estes,"Crime, Drama",7.2,29756.0
Tudo Por Um Sonho,2012,116 min,Michael Apted,"Biography, Drama, Sport",7.2,29633.0
Bajirao Mastani,2015,158 min,Sanjay Leela Bhansali,"Action, Drama, History",7.2,29558.0
Fanaa,2006,168 min,Kunal Kohli,"Drama, Romance",7.2,29437.0
Os Homens Preferem as Louras,1953,91 min,Howard Hawks,"Comedy, Musical, Romance",7.2,29186.0
Arif V 216,2018,125 min,Kivanç Baruönü,"Comedy, Sci-Fi",7.2,28878.0
A Cinco Passos de Voce,2019,116 min,Justin Baldoni,"Drama, Romance",7.2,28515.0
Sinfonia de Paris,1951,114 min,Vincente Minnelli,"Drama, Musical, Romance",7.2,28455.0
"Michael Collins, o Preco da Liberdade",1996,133 min,Neil Jordan,"Biography, Drama, Thriller",7.2,28266.0
A Danca dos Vampiros,1967,108 min,Roman Polanski,"Comedy, Horror",7.2,28061.0
Micmacs - Um Plano Complicado,2009,105 min,Jean-Pierre Jeunet,"Action, Comedy, Crime",7.2,27948.0
Intermediario do Diabo,1980,107 min,Peter Medak,Horror,7.2,27807.0
20.000 Leguas Submarinas,1954,127 min,Richard Fleischer,"Adventure, Drama, Family",7.2,27087.0
Infancia Roubada,2005,94 min,Gavin Hood,"Crime, Drama",7.2,27070.0
O Cerco de Jadotville,2016,108 min,Richie Smyth,"Action, Biography, Drama",7.2,26830.0
A Nova Transa da Pantera Cor-de-Rosa,1976,103 min,Blake Edwards,"Comedy, Crime",7.2,26316.0
Stan & Ollie,2018,98 min,Jon S. Baird,"Biography, Comedy, Drama",7.2,26175.0
Tracks,I 2013,112 min,John Curran,"Biography, Drama",7.2,26081.0
Nos Bastidores da Noticia,1987,133 min,James L. Brooks,"Comedy, Drama, Romance",7.2,25454.0
Corrida Contra o Destino,1971,99 min,Richard C. Sarafian,"Action, Crime, Thriller",7.2,25443.0
Em Algum Lugar do Passado,1980,103 min,Jeannot Szwarc,"Drama, Fantasy, Romance",7.2,25369.0
Secretariat - Uma Historia Impossivel,2010,123 min,Randall Wallace,"Biography, Drama, Family",7.2,25219.0
Expresso para o Inferno,1985,111 min,Andrey Konchalovskiy,"Action, Adventure, Drama",7.2,25137.0
Um Som Diferente,1990,102 min,Allan Moyle,"Comedy, Drama, Music",7.2,25071.0
Dragon Ball Z: A Batalha dos Deuses,2013,85 min,Masahiro Hosoda,"Animation, Action, Adventure",7.2,25040.0
O Homem de Aco,2013,143 min,Zack Snyder,"Action, Adventure, Sci-Fi",7.1,664098.0
Piratas do Caribe: No Fim do Mundo,2007,169 min,Gore Verbinski,"Action, Adventure, Fantasy",7.1,570812.0
"Eu, Robo",2004,115 min,Alex Proyas,"Action, Crime, Drama",7.1,478192.0
Duro de Matar 4.0,2007,128 min,Len Wiseman,"Action, Thriller",7.1,377908.0
O Virgem de 40 Anos,2005,116 min,Judd Apatow,"Comedy, Romance",7.1,375321.0
Missao: Impossivel,1996,110 min,Brian De Palma,"Action, Adventure, Thriller",7.1,369083.0
Velozes & Furiosos 6,2013,130 min,Justin Lin,"Action, Adventure, Thriller",7.1,354952.0
Valente,2012,93 min,Mark Andrews,"Animation, Adventure, Comedy",7.1,352216.0
Carros,2006,117 min,John Lasseter,"Animation, Comedy, Family",7.1,344173.0
A Mentira,2010,92 min,Will Gluck,"Comedy, Drama, Romance",7.1,340235.0
O Chamado,2002,115 min,Gore Verbinski,"Horror, Mystery",7.1,306905.0
Gigantes de Aco,2011,127 min,Shawn Levy,"Action, Drama, Family",7.1,288024.0
Quem Vai Ficar com Mary?,1998,119 min,Bobby Farrelly,"Comedy, Romance",7.1,280319.0
Homem-Formiga e a Vespa,2018,118 min,Peyton Reed,"Action, Adventure, Comedy",7.1,274999.0
O Nevoeiro,2007,126 min,Frank Darabont,"Horror, Sci-Fi",7.1,268320.0
Expresso do Amanha,2013,126 min,Bong Joon Ho,"Action, Drama, Sci-Fi",7.1,259050.0
Um Lugar Chamado Notting Hill,1999,124 min,Roger Michell,"Comedy, Drama, Romance",7.1,255263.0
Escola de Rock,2003,109 min,Richard Linklater,"Comedy, Music",7.1,253356.0
Ressaca de Amor,2008,111 min,Nicholas Stoller,"Comedy, Drama, Romance",7.1,253026.0
A Bela e a Fera,2017,129 min,Bill Condon,"Family, Fantasy, Musical",7.1,252852.0
Dredd: O Juiz do Apocalipse,2012,95 min,Pete Travis,"Action, Crime, Sci-Fi",7.1,240468.0
8 Mile: Rua das Ilusoes,2002,110 min,Curtis Hanson,"Drama, Music",7.1,236259.0
Blade: O Cacador de Vampiros,1998,120 min,Stephen Norrington,"Action, Horror, Sci-Fi",7.1,233748.0
Vicky Cristina Barcelona,2008,96 min,Woody Allen,"Comedy, Drama, Romance",7.1,232790.0
Operacao Valquiria,2008,121 min,Bryan Singer,"Drama, History, Thriller",7.1,218968.0
Eclipse Mortal,2000,109 min,David Twohy,"Horror, Sci-Fi",7.1,217949.0
Star Trek: Sem Fronteiras,2016,122 min,Justin Lin,"Action, Adventure, Sci-Fi",7.1,216758.0
Hotel Transilvania,2012,91 min,Genndy Tartakovsky,"Animation, Comedy, Family",7.1,211506.0
Shazam!,2019,132 min,David F. Sandberg,"Action, Adventure, Comedy",7.1,210933.0
Tudo pelo Poder,2011,101 min,George Clooney,"Drama, Thriller",7.1,209926.0
Dias Incriveis,2003,88 min,Todd Phillips,Comedy,7.1,207610.0
Chicago,2002,113 min,Rob Marshall,"Comedy, Crime, Musical",7.1,206584.0
Shakespeare Apaixonado,1998,123 min,John Madden,"Comedy, Drama, History",7.1,206037.0
Rede de Mentiras,2008,128 min,Ridley Scott,"Action, Drama, Thriller",7.1,204368.0
Um Senhor Estagiario,I 2015,121 min,Nancy Meyers,"Comedy, Drama",7.1,200213.0
O Homem nas Trevas,2016,88 min,Fede Alvarez,"Crime, Horror, Thriller",7.1,199929.0
Rocky Balboa,2006,102 min,Sylvester Stallone,"Action, Drama, Sport",7.1,196050.0
Planeta Terror,2007,105 min,Robert Rodriguez,"Action, Comedy, Horror",7.1,193603.0
Evereste,2015,121 min,Baltasar Kormákur,"Action, Adventure, Biography",7.1,186822.0
O Espiao Que Sabia Demais,2011,122 min,Tomas Alfredson,"Drama, Mystery, Thriller",7.1,178789.0
Madrugada Muito Louca,2004,88 min,Danny Leiner,"Adventure, Comedy",7.1,175758.0
Terapia de Risco,I 2013,106 min,Steven Soderbergh,"Crime, Drama, Mystery",7.1,172700.0
"Stargate, a Chave para o Futuro da Humanidade",1994,116 min,Roland Emmerich,"Action, Adventure, Sci-Fi",7.1,168840.0
S.O.S.: Tem um Louco Solto no Espaco,1987,96 min,Mel Brooks,"Adventure, Comedy, Sci-Fi",7.1,163588.0
Caes de Guerra,2016,114 min,Todd Phillips,"Biography, Comedy, Crime",7.1,163168.0
Melancolia,2011,135 min,Lars von Trier,"Drama, Sci-Fi",7.1,158365.0
Tres Reis,1999,114 min,David O. Russell,"Action, Adventure, Comedy",7.1,155403.0
A Garota Dinamarquesa,2015,119 min,Tom Hooper,"Biography, Drama, Romance",7.1,153178.0
Tres Vezes Amor,2008,112 min,Adam Brooks,"Comedy, Drama, Romance",7.1,149574.0
Menina Ma.Com,2005,104 min,David Slade,"Drama, Thriller",7.1,149390.0
Feito na America,2017,115 min,Doug Liman,"Action, Biography, Comedy",7.1,144270.0
Marley & Eu,2008,115 min,David Frankel,"Comedy, Drama, Family",7.1,140272.0
Horizonte Profundo: Desastre no Golfo,2016,107 min,Peter Berg,"Action, Drama, History",7.1,139758.0
Jogo de Espioes,2001,126 min,Tony Scott,"Action, Crime, Thriller",7.1,138959.0
O Maravilhoso Agora,2013,95 min,James Ponsoldt,"Comedy, Drama, Romance",7.1,137965.0
A Entrega,2014,106 min,Michaël R. Roskam,"Crime, Drama, Thriller",7.1,136152.0
Ponte para Terabitia,2007,96 min,Gabor Csupo,"Drama, Family, Fantasy",7.1,135850.0
Te Amarei Para Sempre,2009,107 min,Robert Schwentke,"Drama, Fantasy, Romance",7.1,135558.0
Nao me Abandone Jamais,2010,103 min,Mark Romanek,"Drama, Romance, Sci-Fi",7.1,132647.0
Lembrancas,I 2010,113 min,Allen Coulter,"Drama, Romance",7.1,132097.0
Aliados,2016,124 min,Robert Zemeckis,"Action, Drama, Romance",7.1,131856.0
Intrigas de Estado,2009,127 min,Kevin Macdonald,"Crime, Drama, Mystery",7.1,130070.0
Compramos Um Zoologico,2011,124 min,Cameron Crowe,"Comedy, Drama, Family",7.1,129651.0
"Se Enlouquecer, Nao se Apaixone",2010,101 min,Anna Boden,"Comedy, Drama, Romance",7.1,129188.0
9: A Salvacao,I 2009,79 min,Shane Acker,"Animation, Action, Adventure",7.1,128378.0
O Troco,I 1999,100 min,Brian Helgeland,"Action, Crime, Drama",7.1,127065.0
Fomos Herois,2002,138 min,Randall Wallace,"Action, Drama, History",7.1,124522.0
Kung Fu Panda 3,2016,95 min,Alessandro Carloni,"Animation, Action, Adventure",7.1,123375.0
Sing: Quem Canta Seus Males Espanta,2016,108 min,Garth Jennings,"Animation, Comedy, Family",7.1,123160.0
As Confissoes de Schmidt,2002,125 min,Alexander Payne,"Comedy, Drama",7.1,119172.0
Um Ato de Coragem,2002,116 min,Nick Cassavetes,"Crime, Drama, Thriller",7.1,118147.0
Sete Anos no Tibet,1997,136 min,Jean-Jacques Annaud,"Adventure, Biography, Drama",7.1,117986.0
Highlander: O Guerreiro Imortal,1986,116 min,Russell Mulcahy,"Action, Adventure, Fantasy",7.1,116039.0
A Princesa e o Sapo,2009,97 min,Ron Clements,"Animation, Adventure, Comedy",7.1,114855.0
Livre,I 2014,115 min,Jean-Marc Vallée,"Biography, Drama",7.1,113808.0
Bronson,2008,92 min,Nicolas Winding Refn,"Action, Biography, Crime",7.1,113689.0
A Conquista da Honra,2006,135 min,Clint Eastwood,"Action, Adventure, Drama",7.1,113454.0
O Ataque dos Vermes Malditos,1990,96 min,Ron Underwood,"Comedy, Horror",7.1,112324.0
Barrados no Shopping,1995,94 min,Kevin Smith,"Comedy, Romance",7.1,111783.0
O Principe do Egito,1998,99 min,Brenda Chapman,"Animation, Adventure, Drama",7.1,111738.0
WiFi Ralph: Quebrando a Internet,2018,112 min,Phil Johnston,"Animation, Adventure, Comedy",7.1,111245.0
Maus Momentos no Hotel Royale,2018,141 min,Drew Goddard,"Crime, Drama, Mystery",7.1,111045.0
Margin Call - O Dia Antes do Fim,2011,107 min,J.C. Chandor,"Drama, Thriller",7.1,110197.0
Deixe-me Entrar,I 2010,116 min,Matt Reeves,"Drama, Fantasy, Horror",7.1,109488.0
Sicario: Dia do Soldado,2018,122 min,Stefano Sollima,"Action, Crime, Drama",7.1,108850.0
Entre Irmaos,I 2009,105 min,Jim Sheridan,"Action, Drama, Thriller",7.1,106071.0
Anastasia,1997,94 min,Don Bluth,"Animation, Adventure, Drama",7.1,105993.0
Camisa de Forca,2005,103 min,John Maybury,"Drama, Fantasy, Mystery",7.1,105372.0
O Homem Duplo,2006,100 min,Richard Linklater,"Animation, Crime, Drama",7.1,102937.0
Amor Alem da Vida,1998,113 min,Vincent Ward,"Drama, Fantasy, Romance",7.1,98088.0
Gatinhas e Gatoes,1984,93 min,John Hughes,"Comedy, Romance",7.1,97849.0
Filth,I 2013,97 min,Jon S. Baird,"Comedy, Crime, Drama",7.1,96552.0
Super Tiras,2001,100 min,Jay Chandrasekhar,"Comedy, Crime, Mystery",7.1,92984.0
007: O Espiao que me Amava,1977,125 min,Lewis Gilbert,"Action, Adventure, Thriller",7.1,92260.0
Creed II,2018,130 min,Steven Caple Jr.,"Drama, Sport",7.1,90838.0
O Juri,2003,127 min,Gary Fleder,"Crime, Drama, Thriller",7.1,87376.0
Aristogatas,1970,78 min,Wolfgang Reitherman,"Animation, Adventure, Comedy",7.1,87050.0
Jogos de Guerra,1983,114 min,John Badham,"Sci-Fi, Thriller",7.1,85879.0
Os Muppets,2011,103 min,James Bobin,"Adventure, Comedy, Family",7.1,84341.0
Ameaca Terrorista,2010,97 min,Gregor Jordan,"Crime, Drama, Thriller",7.1,81542.0
Um Homem Entre Gigantes,2015,123 min,Peter Landesman,"Biography, Drama, Sport",7.1,80841.0
Os Espiritos,1996,110 min,Peter Jackson,"Comedy, Fantasy, Horror",7.1,78722.0
Martires,2008,99 min,Pascal Laugier,Horror,7.1,77569.0
Rastro de Maldade,2015,132 min,S. Craig Zahler,"Drama, Horror, Western",7.1,76913.0
A Gaiola das Loucas,1996,117 min,Mike Nichols,Comedy,7.1,75306.0
Os Reis do Verao,2013,95 min,Jordan Vogt-Roberts,"Adventure, Comedy, Drama",7.1,74774.0
Mong e Loide,1995,97 min,Peter Segal,"Adventure, Comedy",7.1,72710.0
Uma Longa Jornada,2015,123 min,George Tillman Jr.,"Drama, Romance",7.1,72587.0
Vidas sem Rumo,1983,91 min,Francis Ford Coppola,"Crime, Drama",7.1,70686.0
Tudo Pode Dar Certo,2009,93 min,Woody Allen,"Comedy, Romance",7.1,68426.0
No Vale das Sombras,2007,121 min,Paul Haggis,"Crime, Drama, Mystery",7.1,66975.0
13º Andar,1999,100 min,Josef Rusnak,"Mystery, Sci-Fi, Thriller",7.1,63507.0
O Invencivel,2006,105 min,Ericson Core,"Biography, Drama, Sport",7.1,62653.0
1984,1984,113 min,Michael Radford,"Drama, Sci-Fi",7.1,62116.0
